A1,A2,A3,B1,B2,B3,C1,C2,C3,
20,34,28,46,65,65,55,73,42,
19,32,28,47,66,65,56,73,43,
21,33,28,47,64,64,54,74,43,
21,32,29,46,65,65,55,72,43,
20,32,29,47,64,65,55,74,43,
20,33,29,47,64,64,55,73,43,
19,34,28,46,64,64,56,72,43,
20,32,29,47,64,65,55,73,41,
19,33,27,46,63,65,54,73,43,
21,33,29,47,64,63,55,73,43,
21,32,27,47,63,65,54,73,42,
19,33,29,46,63,64,55,73,41,
20,32,27,47,63,65,55,72,42,
21,33,28,46,64,64,55,73,42,
21,32,28,46,64,64,55,73,43,
22,33,29,46,64,64,56,74,42,
21,33,29,48,63,63,55,73,42,
21,33,28,47,64,64,56,74,43,
21,32,28,47,63,64,55,73,42,
21,33,29,48,64,65,54,73,42,
20,32,30,48,64,65,55,73,42,
21,34,27,47,65,64,56,73,41,
21,33,27,46,65,64,55,73,42,
21,31,29,47,64,64,55,73,42,
19,33,28,47,63,65,55,72,43,
20,32,28,47,65,65,55,73,43,
21,33,28,48,65,65,55,74,43,
21,33,28,48,65,64,54,75,42,
19,32,29,47,64,65,56,74,42,
21,33,29,46,65,65,55,74,42,
19,33,27,46,65,63,56,75,42,
21,33,28,47,65,63,55,74,42,
20,33,28,48,64,65,55,75,44,
19,33,29,46,64,64,54,74,42,
21,33,28,47,65,64,54,73,43,
21,33,28,48,64,65,54,74,43,
19,33,30,47,65,64,54,75,42,
21,32,28,46,64,65,55,74,42,
21,32,29,48,65,64,55,74,42,
20,33,29,46,65,64,55,75,43,
20,32,29,48,65,65,54,74,42,
21,32,28,47,64,64,55,74,42,
19,32,28,47,64,65,55,74,42,
20,32,28,47,65,65,55,74,42,
21,32,28,47,64,64,55,75,43,
21,33,28,47,64,65,56,75,42,
20,32,29,48,64,63,55,75,42,
20,33,28,48,64,64,56,75,41,
21,33,28,48,64,64,55,75,42,
21,33,29,47,64,65,56,74,42,
21,32,28,48,64,64,56,75,41,
21,34,27,48,64,64,56,75,43,
21,33,28,48,65,64,57,75,42,
21,33,27,47,64,63,57,74,43,
20,32,28,47,64,64,56,74,42,
21,32,29,48,62,64,56,74,42,
20,33,28,47,64,64,55,74,41,
22,32,28,47,64,63,56,75,42,
20,33,29,46,64,64,56,75,41,
20,33,29,48,64,65,56,73,42,
22,32,28,48,65,64,56,74,42,
22,33,28,47,64,65,56,74,41,
21,33,29,47,63,64,55,73,42,
19,32,29,46,64,64,55,74,42,
20,33,29,47,63,64,55,73,42,
20,32,28,46,63,64,56,73,42,
20,33,29,48,64,63,56,74,42,
21,32,29,47,64,64,56,74,43,
20,32,29,48,64,64,55,74,42,
21,33,28,47,63,63,55,73,42,
21,33,29,47,64,64,56,73,42,
22,32,29,47,63,64,54,74,42,
20,33,27,47,63,65,56,74,43,
20,31,29,48,65,65,56,73,43,
21,32,27,47,64,65,56,75,43,
21,32,27,47,64,65,56,75,43,
21,31,27,47,63,65,56,74,43,
21,33,28,47,64,65,55,75,42,
20,33,28,47,64,65,55,75,42,
20,32,28,48,62,65,56,74,43,
21,32,28,46,63,65,55,74,43,
21,33,29,47,63,64,54,75,42,
21,31,29,47,63,64,56,74,41,
21,31,29,47,63,65,55,74,42,
20,32,29,48,64,65,54,75,42,
21,32,29,47,64,64,55,74,42,
21,32,29,47,64,64,55,75,44,
21,33,28,47,63,65,55,75,43,
21,33,29,47,64,64,55,74,42,
21,32,28,47,64,65,56,74,42,
20,33,29,47,64,65,55,73,42,
19,32,29,47,63,65,54,74,42,
20,33,30,48,64,65,55,74,42,
21,31,30,48,64,65,56,75,42,
21,32,27,48,64,65,55,74,42,
21,32,29,48,64,65,55,74,41,
19,34,29,48,64,64,54,74,42,
21,33,27,48,63,64,55,74,42,
21,32,29,48,63,64,55,74,42,
21,33,29,48,65,64,56,74,42,
21,33,29,48,64,65,54,75,43,
21,32,28,46,64,65,55,74,42,
20,32,29,48,63,64,55,75,41,
19,32,28,47,63,65,56,75,41,
19,32,29,46,64,65,54,74,42,
21,32,28,48,64,64,55,75,41,
20,31,28,48,64,65,56,74,42,
21,32,27,48,64,64,54,75,42,
19,33,28,47,64,65,55,74,43,
22,32,28,47,64,65,56,75,41,
19,32,28,47,65,64,56,74,43,
